text,label
"Gak bisa tidur karna takut banjir
Serem banget",3.0
"Gw males sebenernya ngetweet begini, tapi jujur jaman ahok emang gw gak pernah kebagian banjir sampe parah begini, sekarang kalo tidur malem dan hujan besar tuh rasanya was was banget, dan langsung fix gak bisa tidur",3.0
Hujan deras begini takut bangun tidur banjir lagi😵😵😵,3.0
Alhamdulillah sampe rmh lagi dengan selamat sentosa. Walaupun td sempet muter2 karna banjir dimana2 mengepung jekardah #WajahBaruJakarta #WajahBanjirJakarta bismillahhh sayang,2.0
"Semoga kali ini nggak banjir, khususon kosan temen2 yg besok UTS, aamiin.",2.0
Wkwkwk! Wajah baru jakarta! Semoga yg banjir segera surut ya 😢,2.0
"@Friscaptr Gue kebangun jam 2, gara2 banjir doang",5.0
@pisangmadu Energiku habis ngurusin banjir dari jam 2 pagi tadi ka 😭,5.0
Kalau lagi banjir jangan biarkan anak main air nanti takut hamil kata Ibu Hikma 🙏🏼,2.0
"Egila deh, ngerasa gak sih semenjak got ditutupin jadi sering banjir???? Kenape sih wooooy aneh bgt! Gotnye di cor emang???? Mention kemane nih yang enak. Berakkkk",4.0
banjir cukkk pars,4.0
"@kakaendha Sebenarnya serba salah hujan datang terus bisa mendatangkan banjir tapi bisa menjadi sumber rejeki anak2 yang berprofesi sebagai ojek payung, jadi harus gimana dong wkwk",2.0
"Innalillahi wa inna ilaihi raji'un. Turut berduka

Pemotor itu melaju kencang melawan banjir, tapi ternyata ada lubang yang tersamar air. Pemotor itu tewas. https://t.co/eVwEXGeg2I",5.0
"Alhamdulillah bukan korban banjir, tapi korban ketutup akses jalan gara² banjir.",2.0
"Buka ig banjir 
Buka wa banjir
Buka tv banjir
Giliran buka dompet kering 
😂",2.0
@dindaee Karena banyak wilayah yang kena banjir kalo pln ga dimatiin jadi pembunuhan masal din.. Pada kesetrum ntar wkwk,2.0
@dindaee Wkwkwk :p banjir din?,2.0
"Banjir dimana2 coy, buat cewe2 hati2 nti hamil loh kalo di air yg sama.. hehe",2.0
gajelas bgt gua abis tidur siang trs bangun eh keinget tadi mimpi kejebak banjir di dalem mall airnya kaya sampe masuk gt ke mall nya sampe toko2 kerendem:(,5.0
"Ada yg punya data ngga ya zaman Ahok gubernur curah hujan gmn? Seinget gw mah ngga ada yg ekstrim, sekalinya ada trus banjir jg, makanya twitnya Joko Anwar viral soal ini wkwkwk.",2.0
"Tahun baru komplek gue banjir. Air masuk rumah bawah. Hari ini kering kerontang jalanannya. 

Apanya yg lebih parah? 

Ngopi dulu bang wkwkwkwkwk https://t.co/pFopfgkw3m",2.0
"Korban banjir be lyke...

Kuingin marah, melampiaskan tapi ku hanyalah sendiri di sini~
Ingin ku tunjukkan pada siapa saja yang ada~
Bahwa hatiku kecewa~",5.0
"Awal Januari banjir, akhir Februari banjir. Ya masa tiap bulan banjir? 🤣😭 https://t.co/KaTHc27IOt",2.0
"Percuma buang sampah pada tempatnya, Jakarta akan tetap banjir. Wong banyak sampah masyarakat berserak :(",5.0
"Banjir banjir tai anjing, jaman jokowi, ahok,anies semuanya pernah ngalamin banjir terparah diera-nya silahkan cari faktanya sendiri. Tapi kenapa bahasannya selalu berhenti di pucuk pimpinan? padahal ada yang jauh lebih bernilai jika dibahas",4.0
"#4niesTenggelamkanDKI 
#4niesGabenerBodong 
Naik jd gabener demo bersilit silit....eh hasil kerjanya BANJIR BERSILIT SILIT JUGA..

Azab....... https://t.co/q1SJalszT9",5.0
"Mesti klo banjir, dukuh kramat jati listriknya di matiin semua :). Kan aku kesal. Yang banjir sapa yg dipadamin dimana :)",5.0
bisa kurus gua kalo tiap hari banjir:),2.0
"Turut berduka cita, ini kecelakaan akibat #banjir yah, bukan krn #AzabGabenerBodong  

Tolong netijen tertib walaupun fakta didepan mata #AniesTenggelamkanDKI ndak becus kerja, cuma ngandelin doa dari Bamus Betawi.

https://t.co/8SNfbBoRDH",5.0
"Sek..sek..
Ini bukannya bunderan tempat 212 biasanya Ngumpul buat demo &amp; reuni itu yaa..??

Masya Allah..saya pikir tmpt berkumpulnya org sok suci bebas dari banjir..
Ternyata malah parah😄😄
#AzabGabenerBodong https://t.co/4lFvazB9GH",2.0
"@PutriViviana Kangennya pas udah gak ujan aja, sekarang gampang banjir wkwkwk",2.0
"Musim hujan musim banjir bikin kulit Gatel kena air banjir, nih pake ini biar tetap kinclong kaya nyai pantura haha

#Agnation #BestFanArmy #iHeartAwards https://t.co/0FHHole3TR",2.0
"Jakarta dikepung banjir. Entah sampai kapan! Dulu semasa pak ahok jadi gubernur banjir jakarta tidak separah ini.
#Agnation
#BestFanArmy 
#iHeartAwards",4.0
"@EmirAlz @detikcom Lah gimana WARGA DKI GAK REWEL NORMALISASI SUNGAI DAN KALI DIBERHENTIKAN, POMPA DRAINASE GAK DICEK TIAP BULAN, DANA APBD BANJIR JKT DIKURANGI SEMULA 850 M JADI 350 M DAN PASUKAN ORANGE BIRU PUN DIKURANGI SAMA GUBERNUR SEKARANG. 

BALAS NIH PENGEN TAU.",4.0
@rlfangurl Wkwkwkkw rumah gue dong anti banjir,2.0
@rlfangurl Kaga banjir samsek tapi wkwkwk,2.0
@pedok17 Yang depan astra? Kan banjir bngst,4.0
@detikcom LAH EMANG HARUS KERJA! KEMAREN2 NGAPAIN?! Matilah bosss bosss. Kl di corporate anda itu sudah bisa dipecat tdk terhormat lho pak! Penanganannya sebelum donk! Jgn sesudah banjir baru seolah2 “ijinkan kami bekerja”! Ya udah terjadi!!!,4.0
Banjir nya dimana mana ih sebel,4.0
Hmm banjir nya di hari selasa pak :( gimana sihhh https://t.co/vBYnIh6I8o,5.0
"Nonton TV banjir
Buka WA banjir
Buka IG banjir
Buka FB juga banjir
Giliran buka dompet kering.",5.0
"Ada yang banjir lagi ya?😭 sedih deh aku gabisa bantu apa2 . Pengen bgt gitu aku punya perahu karet banyak2 sama makanan banyak2 buat dibagi bagi😔 yauda aku bantu doa aja ya...
Semoga semua nya cepet surut dan yg kena musibah tetep aman&amp;sehat.
Amiinn🙏🏻🙏🏻",5.0
"@AlifYW2 Yg jelas banjir karena air  ya zon .... pinter lu zon.... coba kalau gak ada air kan gak banjir ...

 Pada bego ya zon .....",5.0
Hujan di mana - mana banjir di mana -mana tapi uang enggak ada di mana - mana. Terkadang suka sedih,5.0
"@pandji Bisa gak gua hubungi buat bantu beresin rumah gua yang kerendem banjir, cape nih NJ*NK!!!  @BPBDJakarta",4.0
"@permadiaktivis @jokowi @basuki_btp @aniesbaswedan Ada noh kmrn yg blg bang klo jkt beruntung pny gub yg sholeh, #banjir cm di hr libur. Makan tuh sholeh! Hr selasa nih skrg!

Si gobl*k lupa klo bencana alam gk diliat dr seberapa sholeh-nya seseorg

#4niesTenggelamkanDKI",4.0
banjir dimana mana kasian amat deh,5.0
"bodoh itu menurun dari atas ke bawah. contoh. lagi banjir, yg oren2 bukannya diperintah untuk siaga di daerah yg masih banjir malah disuru ngecat pot tanaman. *kejadian di daerah tanjung duren*",4.0
"@YBRAP Gara gara anis bekasi banjir, wkwkkwkw 😭😭 siapapun gubernur nya, kali alam udah bicara biasa apa kita kita 😭😭😭 https://t.co/uDT0wTurY9",2.0
"@zahrinawt alhamdulilah,  wahh enak disana mah kga ada banjir 😂😂",2.0
Surut air nya plis. Jgn banjir lagi. Kasian sendalku😪,5.0
"Alhamdulilah, banjir dihari kerja hikmahnya LIBUR NGANTOR &amp; BS MAKAN SIANG BARENG ISTERI.
Alhamdulilah ya.
Tolong nanti hbs bln Maret l, Polusi asap ampe libur ngantor lg ya.
Alhamdulilah yaaaaaaaa https://t.co/DBY6sFZGMH",2.0
"@RizmaWidiono @cornelladonara Minta topi solusi banjir pak?
wkwkwkwk
gubernur gagal
#Kick4nies 
#4niesTenggelamkanDKI",2.0
"@CastilloJoshima Ya bosen 
uda bosen 
tiap minggu banjir
ngmngnya kek bot juga ngulang molo
wkwkwk
#Kick4nies 
#4niesGabenerBodong 
#4nieGubernurBot",2.0
"@RizkaIrawan4 lo kalua uda kemarin awal banjir kemane lo?
sekarang Jakarta lumpuh baru Bahasa lo izinkan bekerja
gubernur GAGAL
#Kick4nies 
#AzabGabenerBodong",4.0
"Warga Jakarta sudah frustasi akibat ketidakbecusan Pemda DKI.

Sudahilah membela Anies dengan kedunguan yang natural. Banjir dibilang berkah. Bersyukur banjir cuma hari libur. Atau kedunguan-kedunguan sejenis. Pembelaan itu malah membuat orang muak sama junjunganmu.",4.0
@akticis @PideksoRoyo1 @aniesbaswedan Banjirnya se-Indonesia yang diributin Jakarta doang... wkwkwkwk tuh tol cibitung arah Jakarta banjir. Pakde @jokowi ngapain aje? wkwkwkwkwk https://t.co/kgigYKkmt2,2.0
"#AzabGabenerBodong
#AniesTenggelamkanDKI 

Makin banyak org gila ya wkwkwkw
""Kita wajib besyukur banjir besar ini selalu datang hari libur, ini kalo bukan anies gubernur sholeh doanya, banjir bisa hari senin selasa rabu""

😰 https://t.co/ABLjiyA16u",2.0
bacod.  bilang aja gamau komen banjir krn gubernurnya anies. https://t.co/B4icImjLup,4.0
Banjir terparah tahun ini di jakarta. Banjir dimana2 dan macet pun dimana2 😪,2.0
@minoslipbalm_ Banjir ga Norma Butik wkwjw,2.0
"Sedih.. kepikiran dia yang ngga masuk kerja

Pengen jenguk tapi takut kejebak banjir lagi :(",3.0
"Banjir emang ga bs di elak.CUMA SEENGGANYA BISA di cegah dr awal,kalo dr awal yg di UTAMAIN penanggannan BANJIR,MACET,SAMPAH.BUKANNYE MONAS,CAT JLN,BONKAR PASANG TROTOAR !!!!
#AzabGabenerBodong",4.0
"Wkwkw jakarta lumpuh karna banjir. 
Yaudah tunggukan surut jak baru dak lumpuh agik. Gt aja kok repot",2.0
Suka heran sama orang yg kalo banjir nyalahin gubernur wkwk,2.0
depan rumh #banjir #BanjirJakarta terpaksa libur alias ngeliburin diri sendiri wkwkk https://t.co/vyKnyiR8GP,2.0
@petabencana alhamdulillah dirumah saya tidak banjir,2.0
"@pln_123 yth bpk/ibu, gardu untuk bintara pak/bu,tolong dinyalakan,banjir sudah surut,kasihan banyak anak bayi dan butuh air bersih disini",3.0
Banjir bangsatttt,4.0
"Buka Wa, bahas Banjir
Buka Tiwtter, bahas Banjir
Buka Ig, bahas Banjir 
Banjir aja semuanya dompet gua aja yg kering, asw :(",5.0
"@CNNIndonesia Padahal si jaenudin udah  2 periode jadi presiden, kok masih banjir aja? Wkwkwkwkwkkw",2.0
2 hari lalu banjir. kemaren surut. hari ini banjir lagi :),5.0
@mieayaam_ Alhamdulillah ra banjir,2.0
"Buka WA Banjir
Buka IG Banjir
Buka Twitter Banjir
Buka Dompet Alhamdulillah Cair

Tapi gaada yg mau diajak jalan :(",2.0
"Di himbau untuk cewek cewek di Jakarta jangan keluar rumah dulu, Takutnya pas nerobos banjir tiba tiba hamil. 🤣🤣
@TanYoana @rockygerung @Fahrihamzah https://t.co/OFcnMRWT5H",2.0
"@suryaayrusuya ""Kita harus bersyukur, banjir besar kita selalu hari libur""

Jnck",4.0
@Prambors Happy banget karena gua bisa nerjang banjir plus sekolah gue libur Hahahaha #SunsetTrip,2.0
Alhamdulillah DKI swasembada banjir,2.0
; Mampus direp anu banjir wkwk https://t.co/p9e7YBrG50,2.0
"TAI LAH TAUN TAUN KEMAREN BANJIR KAGA AMPE MASUK RUMAH LAH INI AMPE MASUK RUMAH WALUPUN CUMA DI KAMAR MANDI JUGA SAMA AJA TAI, GW MAU BOKER AMA MANDI SUSAH WOII

2022 GANTI .... AH SUDAHLAH NIKMATIN AJA YG PENTING SE IMAN CKUAKZKAKSKKZ",4.0
"Dapat kiriman dari teman2 &amp; bbrp warga hari ini..
Yg sbr &amp; tetap waspada, segera hubungin nmr tanggap darurat bencana yg sdh di infokan pemerintah setempat 👍🏻
Bismillah banjir &amp; musibah lain ny cpt selesai 🙏🏻 https://t.co/9uVEzNcWIM",2.0
@Ivone_RSZ @aniesbaswedan halu parah ni orang! Dari kemaren justru kita mau liat kerjanya apaan! Kalo cm pantengin pintu air aja mah gak bikin banjir surut 🥱,4.0
"Marching ke AEON pake teriak ""ANCURINNN ANCURIIIIN""

emang kalo otaknya udh gaberes begini nih. Kan lp ngancurin mall gabikin rumah lo ga banjir juga. kecuali di dalem AEON ada pengendali air. https://t.co/WE4BPs7hDg",4.0
@syeownu amin... semoga aican rumahnya ga kena banjir yaak wkwk,2.0
BODO AMAT DEH LAIN KALI KLO ADA BANJIR GW TETEP MASUK AJA. MAU SETINGGI LUTUT KEK ATAU SEDADA KEK BODO AMAT!! BODO AMAT KLO SAMPE GABISA PULANG GARA2 KE KANTOR BOOODOO AMAAATTTTT DARIPADA GW GASALAH MALAH DISALAHIN TAMUUU BODO AMAAT DAHHHH 😤😤😤😤😤 https://t.co/GDvfJpDG24,4.0
@fannychandraa Gading upgrade status dari rawan banjir jadi langganan banjir wkwk,2.0
kalo banjir tuh seneng ngeliat orang orang selaw pada mancing sambil ketawa haha hehe haha hehe,2.0
"Kemarin, 2019. sdngkn banjir paling mending dgn penanganan cepat dan merata, saat Jakarta ada ditangan Pak Ahok. Ini udah bukan bencana alam, tolong buka hati dan mata anda pak @aniesbaswedan @jokowi
KAMI CAPEK SECARA TENAGA, MATERIL, DAN MENTAL. 
JGN CM MAU KEKUASAAN, KERJA!!!!",4.0
@JMangontang @JoshuaRicado_ Lucu warga kaya Lo cuma bs nyalahin wkwkwk contoh warga Bekasi lahh kena banjir mana ada nyalahin Gubernur atau Walikota nya. Lo tuh dengki udh kesumat,2.0
@Dennysiregar7 @aniesbaswedan Goblok tolol... emang cuman jakarta doang yg banjir,4.0
"@Afutami Pasca banjir Januari kemarin perkara 'rumah tangga' kami belum kelar. Kondisi finansial makin hancur. 1 bencana butuh beberapa bulan untuk recovery, itu kalau tidak ada bencana lagi di bulan selanjutnya.

Takdir Tuhan yg atur, tapi operasionalnya manusia bisa ikut campur.",5.0
"@mochamadarip Dan tiba2 dibatalkan dengan alasN, para narasumber terhalang banjir...

Wakakakkakaa",2.0
"Nonton TV Banjir..
Buka Twitter banjir..
Buka WA banjir..
Buka FB banjir..
Eh
Pas Giliran buka Dompet
Kering..😅😅
#BanjirJakarta #banjir #BanjirJakarta2020",5.0
"@FerdinandHaean2 Gua juga banjir di Bekasi, tp kok gak sdkt pun gua nyalahin gubernur gua @ridwankamil loh... msh punya otak bung???",4.0
"@erika_ebisawa Banjir, listrik mati, sinyal lemot :(",5.0
@habibthink Kerja dr dulu blok ! Udh banjir terus mau lu minum tuh air?,4.0
@NonaMaya222 Tembak ditempat penjarah ! Lgpl kata bamus betawi tuh banjir kan berkah bukan ya?,4.0
"Kota kota di luar negeri udah ngurusin corona , jakarta masih ngurusin banjir aja wowkwowkwok",2.0
"Ah banjir ini menyebabkan jatah cutiku untuk holiday dan nemenin mama oprasi jantung berkurang -_- buat badan pegel. Teruntuk bpk gubernur, taukah dirimu betapa kesal dan lelahnya raga ini?",4.0
"Alhamdulillah, 134 Gardu Listrik Terdampak Banjir Jakarta Sudah Kembali Menyala https://t.co/TtWDAXnptL",2.0
"Mereka mengkritisi pembangunan mall JGC yg ini itu sampe nyalahin gubernur yg sekarang karena bikin banjir dan sebagainya. Padahal mallnya udah dibangun sblm gubernur yg skrng dilantik. Buzzer emang tolol, ribuan orang yg ngeretweet lebih tolol. Dibutain kebencian gitu jadinya",4.0
"Nonton tv isinya banjir
Buka wa isinya banjir
Buka fb isinya banjir
Buka ig isinya banjir
Cuma buka dompet doang yang isinya kering😒",5.0
Alhamdulilah beli genset pas #banjir tahun baru kemarin berguna juga. Kepake lagi kan skrg. Masi mati lampu dr jam 6 pagi di bintara. #BanjirJakarta2020,2.0
Alhamdulilah banjir di tempat ku bawa berkah yg sebelum nya musuhan jadi baik gotong royong bersama.,2.0
"@yusuf_dumdum @tvOneNews ini hari senin ya, eh tapi kalau banjir diliburkan ya...ya benee juga sih banjir terjadi saat hari libur saja...hahahahaha....",2.0
Mau xiboba tp kesian sama drivernya pasti banjir:(,5.0
"Mitigasi banjir gubernur memang payah, tapi bukan berarti gubernur sebelum sebelumnya jakarta ga banjir. Gausah bacot mulu gab gub gab gub.",4.0
"ada yang update “hmm cikarang banjir, tapi tetep gedek sama gabener jakarta” LAH itu mah emang lo benci aja goblo. ~",4.0
"@AR10224504 Yap true, tapi mau gimana? Masyarakat ala dilibatkaan ? Tidak. Pengemban punya uang, pemerintah goblo.. ya sudah cocok. Yang penting punya uang dulu baru bisa ngomong. Kalo sekarang banjir mau nyalahin siapa? Pemerintah juga andil masalah mall ini. 🤣",4.0
"Buka tv banjir
Buka wa banjir
Buka twitter banjir
Pas buka dompet kering, Ya allah cobaan apa lg ini.",5.0
"@fadlizon @aniesbaswedan Siapa kmrin pro @aniesbaswedan  yg punya ide bkin tulisan ""Banjir Air Membawa Berkah"" di alat peraga demo aksi bela anis? Banjir membawa duka faktanya!!!

Turut berduka cita kpd keluarga korban https://t.co/toJAZkedrL",4.0
"@yusuf_dumdum @aagym Goblog permanent yg punya ide nuangin tulisan ""banjir membawa berkah"" ke alat peraga demo https://t.co/uEM7Felm85",3.0
Gak pake ada banjir dan gangguan aja kadang-kadang jadwal KRL udah bikin darting wkwkwk ini lagi ada beginian,2.0
"Buka tv banjir
Buka ig banjir
Buka twitter banjir
Buka dompet kering",5.0
@backpapper @Romo47869488 @Pramudia88 @yunartowijaya @aniesbaswedan Elu sangat biadab!!!! Banjir menyengsarakan jutaan warga jkt lu anggap gubernurmu gak bersalah n elu ttep bela mati2an,4.0
"@backpapper @Romo47869488 @Pramudia88 @yunartowijaya @aniesbaswedan Ttep elu yg sangat biadab. Warga jkt sdh bayar berbagai pajak n retribusi utk APBD DKI, ttpi banjir yg menyengsarakan warga DKI, banjir elu anggap berkah",4.0
"@cubby_ghum Alhamdulillah gak kena, semoga Um Ical juga gak kena banjir,, kan jadi byk genangan masa lalu..😬",2.0
"@Nadila_JKT48 Banjir lah, ini dirumah gue dari pagi, tapi belum surut. Alhamdulillah gue sekeluarga gak kenapa-kenapa, tapi cuma lapar aja, soalnya beberapa daerah listriknya jg di padamkan.

Yaudah emang takdirnya, banyak yang gt kok. Tapi ttp stay safe ya, barang pentingnya dilindungi.",2.0
"@aniesbaswedan setelah banjir  anda selalu bilang fokus pada korban banjir, menyediakan tempat pengungsian dll. Tau ga efek banjir selain rumah terendam?  Macet parah,krl+tj mati, toko/kantor/usaha banjir jd rugi, bisnis kacau. Kalau ga mampu hrsnya mundur!!! Menjijikan!!!",4.0
"banjir kapan surut , air dan lampu kapan nyala. gw idup butuh lampu dan air buat mandi cuk. ini banjir lebih parah dari biasanya. kemaren2 aman2 aja banjir pun ga sampe lutut skrg 💩 efek ke lampu dan air 😡

#Agnation #BestFanArmy #iHeartAwards https://t.co/cuueNaP1Fy",4.0
@junifaa masiii jg kooo peee. Eh lo kebanjiraan kagaa jun? gue liaat ponkel banjir tinggi jg masaan :(,5.0
"plis ya allah jangan banjir lagi, capek :(",5.0
"@WangiApel @mikmikhmik @lintangwardani @mr_petrichor @salima252 @kompascom BuzzerRpPemProv tau apasih, mending diem. Kan udah enak makan duit korban banjir 🤣",2.0
@WangiApel @lintangwardani @mr_petrichor @salima252 @mikmikhmik @kompascom Kalo 12 tahun di Twitter pake akun asli dong BuzzerRpPemProv 🤣 Gubernur lu udah ngakuin ini banjir lokal bukan kiriman bogor 🤣 koar2 kenceng biar duit cair boss mayan makan duit rakyat yang kebanjiran 🤣,2.0
"@UFit24 @lintangwardani @mikmikhmik @salima252 @kompascom Buzzer berdatangan, sekarang gini pemerintah pusat sudah mengerjakan di hulu untuk menangani banjir kiriman, lah sementara pemprovnya sendiri ga berbuat banyak, hujan lokal aja banjir, gimana kalo kiriman, mikir oi para buzzer, AKAL SEHAT LU UDAH ILANG!!",4.0
"@mikmikhmik @salima252 @mr_petrichor @lintangwardani @kompascom Banjir kok sebulan 3x ini banjir atau obat? 😂 Hari ini banjir lagi loh, dan makin parah. Btw katulampa juga masih normal ya 🤣",2.0
BANJIR DIMANA MANA WEH. SEMOGA CEPET SURUT YA ALLAH...,5.0
"Padahal tidur tadi malem jam 10 . Kejebak banjir Nyampe kost an tidur jam 10 sampe jam 2 Awowkwk .. 
Seenak itu woi 😝",2.0
Gue pas kemaren Januari banjir sempet iseng mikir. Ini @PT_Transjakarta kaga ada niatan beli tronton biar tetep bisa ngeladenin penumpang? wkwk https://t.co/FKMK9xuLa7,2.0
@RudyRoedyanto @saturnboots nyindir kpai ya koh🤭 banyak sperma berenang di banjir wkwkwk,2.0
"@ruhutsitompul Si @ruhutsitompul  GOBLOK ini kalo ketemu pas banjir enak nya di lelepin
Biar CONGOR nya ga berisik",4.0
Banjir alhamdulillah gak berdampak langsung ke saya. Tapi akhirnya berdampak juga karena yang harusnya diajak diskusi kerjaan pada gak masuk karena banjir. Efeknya domino ya ini. 😰,2.0
"Kalo kata si novita, tanggal 25 hari ini :
Dapet gaji ✔
Dapet dispensasi libur ✔
Dapet banjir ✔ 

Alhamdulillah berkahnya berlipat-lipat",2.0
"Tuh kan heran gua, masih ada aje orang yang komen banjir kaya gini, Astagfirullah, puyeng https://t.co/bgmftH4lkw",5.0
"@petabencana Alhamdulillah nge, aman enjoy skut #banjir",2.0
"@LhyaLihe KENAPA MANUSIA SEBANYAK ITU GAADA INISIATIF BUAT GOTONG ROYONG ! YG BIKIN BAJIR KALIAN KALIAN JUGA , bikin perumahan buang sampah sembarangan trus giliran banjir main salah salahan PANTEK KALIAN PUKIMAK",4.0
"@12m3ly @aniesbaswedan @jokowi ITU LU YG BUANG SAMPAH SEMBARANGAN ANJIR , GILIRAN BANJIR LEMPAR KE PEMERINTAH . SAMA KAYAK LU BERAK MASA PEMERINTAH YG MAU CEBOKIN SAMA SIRAM TAI LU . Berkaca diri dulu aja",4.0
@_kevinakbar97 Gue gak dateng wkwk kesel bgt banjir,2.0
@jr_kw19 BANJIR PAS WEEKEND GUE JADI GABISA JALAN JALAN ANJAY. KESAL SAYA LAMA LAMA NIH,4.0
"Kalo memang ini terjadi, sungguh biadap sekali manusia yg sengaja menutup gorong2 agar terjadi banjir. https://t.co/6zDTMlKxdu",4.0
"Buka TV isinya banjir
Buka WA isinya banjir
Buka IG isinya banjir
Giliran buka dompet
Ett kering benerr😬🤐",5.0
"Buka Twitter Banjir
Buka Instagram Banjir
Buka Whatsapp Banjir
Buka dompet kering 😭😭😭",5.0
"Sejujurnya sih gw kecewa sama kinerja anies dkk, kenapa bisa dalam sebulan ini nyokap gw langganan banjir tiap ujan. Dulu jaman ahok gak gini2 amat. Masa iya tiap ujan kebanjiran!! Gila kali.",4.0
"Suka sebel aja sama orang yang teriak teriak banjir mulu,kalo emang kaga mau kena banjir ya lu pergi dah pada dari mari",4.0
MAKAN TUH BANJIR HARI LIBUR KARNA GUBERNUR SHOLEH HALAH MAKAN TUH ANJ https://t.co/3dGQbTp3BJ,4.0
apartemen aku di gading udah banjir masuk lobby huhu mau kesana mau main air tapi masih ulangan di sekolah hiks,5.0
@brutalysoftman hiks tapi gua mah ada di rumah depok ga kena banjir:(((,5.0
"@FerdinandHaean2 Nih org TOLOL nya asli ga pke boong, hujan tuh dr Tuhan, kehendakNYA....

Gmn sih lu, JABODETABEK banjir, lu nyinyir aje mulut SAMPAH",4.0
lah jadi miara ikan pas banjir wkwkwk https://t.co/4EOlI8vKnC,2.0
"@jokoanwar PADAHAL ADA OPSI BERDO'A BIAR GA BANJIR, MALAH DOA BANJIR PAS LIBUR.

INI GUA YG OGEB APA GIMANA SIH.",4.0
@sukabacaakutu akhirnya ngerasain banjir juga lu wkwk,2.0
"Dulu kalo masalah mobil tinggal bilang “Ayah, mobil ini itu blabla” sekarang barusan gw dongkrang ban belakang sendiri pukul tromol roda belakang yang karatan kena banjir. Asuuu!",4.0
pembelajaran emang kalo kena banjir langsung di service jangan ditinggal berbulanbulan kayak gini ini:(,5.0
"@TokopediaCare JANGAN BANJIR HARI INI DI JADIKAN PENGALIHAN ALASAN SUDAH BERKALI KALI SAYA KATAKAN DARI KEMAREN SAYA BATALKAN , DARI KEMAREN JUGA SAYA KATAKAN SELLERNYA GAK RESPON SAMA SEKALI!!!!!",4.0
"@FerdinandHaean2 @aniesbaswedan ahhhh klw AHY gub juga bkalan banjir, njing",4.0
"Ngeliat banjir sekarang ko ngenes ya, dari mulai januari entah udah berapakali banjir. Bukan mau nyinyirin gubernurnya tapi kaya program nya banyak yg nganu gitu..",5.0
@republikaonline Bagi orang waras simpan info ini buat mengcounter CEBONG CEBONG TOLOL yang berisik soal banjir di @DKIJakarta dan serang Pak @aniesbaswedan. waspada BACOTNYA @eko_kuntadhi @yusuf_dumdum @GunRomli @RizmaWidiono,4.0
"Ajian buat mengusir banjir.
Say no more to kebanjiran deeh.
😂😂😂

#LucuLucuVideo #selasaambyar #SelasaManja #Selasa #SelasaBanjir #RECEHKANTWITTER #HahaBodoAmat #MencariJodohDiTwitter https://t.co/0itUw0FQw5",2.0
"@SGpsmg Ganas ya, pemprovnya senyum senyum ada prmbelaan terkait banjir wkkwkwkw",2.0
"Liat berita dimana-mana pada banjir,eh pas liat dompet ko kering ya?",5.0
"Bahagia itu sederhana ya, ketika banjir dibawa happy https://t.co/RhA6D6Jlil",2.0
"@dibatas_kota @arilestari61 @banyuocean @haikal_hassan Banjir drun..gk usah melebar kemana2..!!!!
Sini bantuin warga dki dr pada ngebacot..!!!",5.0
Makasih Pak karna banjir aku jadi gak ngantor dan bisa tidur seharian. Luv Gubernur Jakarta,1.0
"CERDAS BERPIKIR

Anggaran penanggulangan banjir di poting padahal di ketahui bersama tanpa biaya bagaimana bisa beroperasi perangkat pencegahan banjir.

Anjuran PUSAT utk melanjutkan program pencegahan di abaikan.

Hoooii otak pakai yg benar jgn membodohi masyarakat !

MIKIR ! https://t.co/uh7qryINKr",4.0
"POTRET

Respons masyarakat warga jakarta yg jadi korban akan kemalasan dan sikap abai gubernur terpilih dengan cara BRUTAL melalui FITNAH dan POLITIK AGAMA.

PEMBELAJARAN bagi masayarakat NKRI untuk tidak lagi memilih pemimpin yg gunakan AGAMA

*foto keren

Jakarta 2020
Banjir https://t.co/uTyxruQ6zG",4.0
"KARAKTER

Masyarakat akhirnya menetahui KARAKTER DAN KUALITAS anies saat ini dan model seperti ini memang di harapkan oleh Orba, Koruptor, Radikal, serta Mafia.

Mengapa ?
Setiap org yg mendukung anies pastilah bagian org2 yg menginginkan NKRI hancur

Contoh
wajah banjir jkt 2020 https://t.co/NrB42uE5Yh",4.0
"nonton tv banjir
buka ig banjir
buka wa banjir
buka tw banjir 
buka dompet kering bet kering🤦",5.0
"Temankuw, ada yg tau cafe/coffe shop yg akses jalannya bisa dilewatin? Daerah koja ajadeh, gading banjir soalnya wkwkwkkwkw. Saya butuh wifi bgtbgtbgt:’)",2.0
"@sudahlahstik Komplek depan rumah gue kak, mereka protes karena saluran pembuangan airnya kerumah warga dirumah deket gue, puluhan tahun tinggal di Gempol sm Kayu tinggi gapernah banjir dan banjir, sedangkan dia perumahan engga sama sekali wkwkwk",2.0
"Buka fb rame banjir
Buka IG rame banjir
Buka status WA rame banjir
eh pas buka dompet kering 😪😅",5.0
"@FerdinandHaean2 @aniesbaswedan Tunggu @aniesbaswedan jd presiden dlu bang, banjir dan macet akan bsa d bereskan hahahahha",2.0
"@musniumar Tahun ini baru berjalan 2 bulan tapi udah 8x banjir, gabener IDIOT !!!",4.0
"@fadlizon @aniesbaswedan Belum 2 bulan udah 8x banjir, IDIOT sih kalo menurut saya",4.0
@Takviri @HamdanNr Hahaha gw pengen liat dia ditandu krn banjir,2.0
