NO,LABEL,TEXT
201,4,@urnextfriend Naek apa tuh? Krl banjir di Sudirman. Bagian Usher jg? Apa floor?
202,2,"Naik TJ banjir, naek kereta banjir besok gue jet lah"
203,5,kondisi tol Tgr-Jkt gimana ya.. macet gak yaa pls info kalo ada yg tau #banjir terutama gerbang tol kebon jeruk ☹️
204,5,@mamakucink Pasti dimana mana pada banjir
205,5,"Gak bisa tidur, abis nerjang banjir.."
206,5,"Ga bisa tidur, depan udah banjir lagi 😅"
207,5,q pikir banjir https://t.co/XFt8ZMUAdw
208,3,"Bicara soal banjir dijakarta, sebenarnya bukan kesalahan pak @aniesbaswedan melainkan personal yang masih melakukan buangsampah sembarang, tidak banyak warung2 atau pedagang yangmasih membuang sampah di kali, yang mampu menyebabkan kebanjiran!!
#BanjirJakarta2020 #banjir2020"
209,4,"Kemarin heboh buang sperma dikolam renang hamil sekolam.
.
.
DKI hari ini banjir kalau ada yang crit sembarangan? #BanjirJakarta #BanjirJakarta2020"
210,4,"Udah tau banjir masih disuruh outbound😭
Sekolah2 sekarang ko mulai berulah yg aneh2 sih.
Kasus bully aja bilang cuma kenakalan.
Sekarang sungai banjir😭😭😭
Aturan ya kalo mau susurin sungai, ITU YG PUNYA IDE DULUAN AJA COBA DULU SUSURIN TUH SUNGAI!!! https://t.co/Wrpmt0Az0E"
211,2,Semoga tidak ada yg banjir yaaaa
212,2,Pati banjir kah?
213,2,"Ujannn, kosanku takpateniii. Biar kalo banjir ga keliatan. Hahaha 😣 https://t.co/bYyHmKNBXt"
214,2,Si penerbang banjir Grogol tawakal @Jihooshii wkwkwkwk https://t.co/76sLcrQ4ka
215,4,Jakarta bakal banjir lagi nih..entah harus bagaimana cara menyadarkan @aniesbaswedan agar memprioritaskan antisipasi banjir ketimbang Formula E https://t.co/A8P8pVekwD
216,2,"Jakarta pasti banjir malam ini, kasian warga sekitar kali. Semoga Allah menjauhkan dr mara bahaya yg lebih besar https://t.co/BXGPuop3of"
217,5,Gang santai jadi ga santai kalo banjir mulu :( https://t.co/BecWb59i80
218,5,"#banjir dikawasan Jl.taman kemang dan sekitarnya,diperkirakan sejak subuh tadi volume air naik dan volume air diperkirakan selutut pria dewasa. https://t.co/cST042KTP2"
219,4,"Pak @aniesbaswedan @DKIJakarta ini sudah 3 hari sejak tanggul ini jembol, akibatnya kami dalam 3 hari ini 3 kali jg kebanjiran, air sederas ini merendam rumah kami yg dibawah, kami capek pak siang bersihin rumah, malam kebanjiran, benar2 capek! Lokasi Pasar Manggis #JAKI #banjir https://t.co/TKHSY5lyoK"
220,4,"Saya sampai harus bergadang tiap hujan pak @aniesbaswedan @DKIJakarta,trauma akibat banjir yang diakibatkan jebolnya tanggul ini, capek pak.saya memilih anda ketika Pilgub, saya percaya tidak ada batas antara pemimpin &amp; rakyat, tolong dengar jeritan kami pak!! Cc @TMCPoldaMetro https://t.co/M9AZMrINsQ"
221,4,Baru kali ini rumah Jakarta kena banjir terparah
222,4,#banjir pisangan lama samping kantor pusat bea cukai. https://t.co/FVwDOhHLbf
223,4,@petabencana #banjir
224,4,Didepan kampus atmajaya banjir cukup dalam @RadioElshinta @TMCPoldaMetro @lewatmana https://t.co/gOyTnWZIqX
225,5,"Efek banjir, krl cuma sampe manggarai, jadi ngantri busway ampe jalan huhu🥺 https://t.co/NhNLlovUwl"
226,5,@PT_Transjakarta mohon ditambah lagi yah armadanya karena jalur KRL ke arah Tanah Abang banjir jadi banyak yg beralih ke TJ https://t.co/roYjhelUFG
227,2,selamat pagi dari dalam angkot yg kena macet #banjir https://t.co/b0YsA02fey
228,5,Dari dulu tmpt ini gprnh bersih dari yg namanya sampah sekalipun bersih paginya udh numpuk lagi Dan pas banjir beginilah akibatnya.tlg dong gmn cara mengatasinya.jmbtan aja baru dibgn sebelah gmn tiap hari gamacet. @Kota_Tangerang @Kabar_Tangsel PARUNG SERAB dpn Ruko Dian Mansion https://t.co/nPT2WQnqKy
229,5,"Ujan awet dan deres banget, semoga gak pada kebanjiran deh yaa. Kesian memulai senin dengan banjir.. :("
230,5,"Hujan mengharuskan ku kerja banjir banjiran , sampai kantor menggigil 'bu ganti baju dulu masa kerja basah basahan gini' ya gimana ya pak😌 akhirnya di pinjemin jas..."
231,2,"Curah hujan yg tinggi dari td mlm jam 10 mlm..
Wilayah tangerang mana saja yg sudah banjir.. https://t.co/ZOcpjRypDg"
232,4,"Gubernur DKI JAKARTA, Anies Baswedan pun terus diminta pertanggungjawabannya ketika banjir melanda ibu kota. Saksikan INDONESIA LAWYERS CLUB malam ini dengan tema : JAKARTA DIRUNDUNG BANJIR, SALAHKAH ANIES? ~ SELASA, 25 FEBRUARI 2020 jam 20.00 WIB LIVE di tvOne #ILCSalahkahAnies https://t.co/wFFah6S5su"
233,3,"#AniesTenggelamkanDKI #BanjirJakarta2020 #AzabGabenerBodong #banjir #BanjirDKIJakarta 🙏

https://t.co/3KswVehY84 https://t.co/AsMKMBSLmt"
234,4,"Nis nis nis...
Banjir maneh iki Lo

#banjir"
235,5,Pertama kalinya merasakn banjir selama dijakarta 😬😬 #parah #BanjirJakarta2020 https://t.co/rk3Ay1kdKX
236,2,Anak siapa ini wkwkwk #banjir #BanjirJakarta2020 https://t.co/uIU2Fgwk57
237,2,"Pagi pagi cek words ""Banjir"" dan hampir di semua area banjir, yang kerja masih tetep masuk gak?"
238,2,"Dihimbau untuk cewe-cewe di Jakarta jangan keluar rumah, takutnya nanti pas nerjang banjir tiba-tiba hamil.

#banjir
#SelasaSambat
Stay safe https://t.co/5NdCOZCpeG"
239,4,Banjir bangsat
240,4,"@Metro_TV Tiap kali hujan, tiap kali itu juga banjir ! @DKIJakarta @aniesbaswedan @dprddkijakarta @willsarana @PSI_Jakarta @psi_id"
241,4,"Kadang ngerasa bosen deh sama joke ngeyel padahal biasanya yg diajak ngomong lg serius,kayak
""Gimana rumah aman?""
""Ya aman,kalo ga aman rante-in aja biar aman !""
...
""Banjir ga tadi di jalan?""
""Lumayan,gw nyari jalan dulu tadi""
""Ngapain lo nyari-in jalan, emang jalanan ilang?""
🤦‍♂️"
242,4,"@CherylTanzil @aniesbaswedan Pak @aniesbaswedan jawab pak !
Apa saja yg sudah dilakukan untuk mencegah banjir @DKIJakarta ?
Masyarakat Jkt butuh kejelasan, apa akan seperti ini terus di bulan2 berikutnya?"
243,5,"@yunartowijaya @aniesbaswedan Sedih bgt Jkt banjir mulu,pencegahannya ga terlihat nyata,penanganannya jg kurang.
Ayo dorong pemda @DKIJakarta, @aniesbaswedan &amp;media2 u/ publikasikan apa sj yg sudah dilakukan u/ mencegah banjir? Sudah brp KM naturalisasi sungai?
Apa jkt mau sprt ini terus?
@KompasTV @detikcom"
244,4,"https://t.co/m07m89WRaI
#daanmogot #banjir #BanjirJakarta #BanjirJakarta2020 #Banjir2020 #4niesTenggelamkanDKI"
245,4,"Ternyata gubernur yang sekarang kurang sholeh,  buktinya ini hari Selasa tetap banjir.
Hikmahnya: ""hari ini biji lo makin mengkerut!"" https://t.co/LmLz3EZy2f"
246,5,demen bangetsih diamah main di air banjir😒 https://t.co/uJKBgwUDF9
247,2,"Sesuatu yang berlebihan tidak selalu baik. Contohnya ya air yg sedang berlebih saat ini.
#BanjirJakarta #banjir https://t.co/SbrbimyJiy"
248,5,Please info dong turun di tol cempaka putih or rawamangun yg ga banjir arah pulomas😩 #banjir
249,4,"Jakarta Banjir, performa bagaimana????? Masih ambil Untung aja dari penderitaan Driver @GrabID @gojekindonesia"
250,4,Jakarta #BANJIR https://t.co/Yhg3h4NIyP
251,4,Dah luber ni kolamnya...kabur lagi deh ni ikann2nya pak @aniesbaswedan... ya masa ngurus banjir aja gak mau ngontak presiden ama komut cina kafir buat belajar sih?? https://t.co/s4yRdAKyIY
252,5,Sebel banget kalo banjir giniii.... ngantor muter lewat toll.. duit dan waktu kebuang.
253,4,@JokoSus46520969 😅😂😅 sampe banjir berjilid-jilid masih kaya Pager ngejeger 😂😅
254,4,"@SondoroMusic @aniesbaswedan Naaahh kerugian akibat banjir berturut dari jan sd feb 2020 di Jakarta sudah hampir bisa membiayai formula E tuh, mau tambah lagi pengeluaran buat ajang yg pembalap Indonesia aja ngga jelas"
255,5,Banjir Jakarta kali ini sangat memprihatinkan. Udah nggak seperti biasanya. Yg nggak pernah kebanjiran aja jadi banjir tahun ini 😢 #4niesTenggelamkanDKI
256,4,"@03__nakula nunggu hulu dikerjakan krn gak bisa beresin hilir , gak bisa bebasin lahan sungai #banjir narasi @aniesbaswedan"
257,5,"Jakarta hujan lg untuk kesekian kalinya hari ini, kali ini lebih lebat berangin dan akupun deg degan apakah akan banjir lagi ?"
258,4,"@kompascom Yaelah masihb ama pemilu udah ngomongin elektabilitas, banjir dulu dibahas. @kompascom bahas dunk dgn @KompasTV &amp; @KompasData sudah berapa KM sungai yg dinaturalisasi o/ pemprov @DKIJakarta itu masyarakat jakarta bayar pajak, harus ada perubahan lbh baik t'kait bnjr
@PSI_Jakarta"
259,5,"@ismailfahmi @anjarisme Inilah mengapa kita harus mendorong @DKIJakarta &amp; Pak @aniesbaswedan segera memberikan solusi atas banjir Jkt&amp;melakukan aksi nyata.
Jgn sampai hal ini terulang kembali dan menjadi kerugian untuk masyarakat Jakarta. Jika sudah dilakukan naturalisasi,sudah brp byk?
@AimanWitjaksono"
260,4,"@yokia9 @KompasTV @DKIJakarta @Metro_TV @tvOneNews @OfficialiNewsTV @detikcom @Rosianna766Hi @aniesbaswedan Goal prioritasnya adalah jkt bebas banjir&amp;macet. Minimal di bulan selanjutnya di 2020 atau minggu depan jika ada hujan, minimal banjir di jakarta berkurang. Bayangkan jika banjir melanda Jkt di saat weekday pasti macet parah
Itulah knp kita butuh data&amp;fakta @DKIJakarta
Mana DPRD?"
261,4,"@KompasTV @KompasTV bahas dunk sudah berapa banyak/KM sungai yg dinaturalisasi dlm infografis?
Apa antisipasi agar tak banjir minimal early warning ke masyarakat?
Masyatakat @DKIJakarta butuh data&amp;fakta bukan sekedar kata2 !!!
@Metro_TV @tvOneNews @OfficialiNewsTV @detikcom @Rosianna766Hi"
262,5,"Sekali lagi, jualan ayat, mayat dan agama ada harganya yang harus dibayar.

https://t.co/mE1CTRDenG

Banjir juga menggenangi RS Cipto Mangunkusumo (RSCM). Sejumlah alat medis dikabarkan rusak dan terendam."
263,4,Tiap hujan sll deg2an.. apakah aku hrs beli truk??!!! #banjir https://t.co/dKqk6UpsiC
264,5,Jakarta banjir. #BanjirJakarta 👀 https://t.co/iAssv6OOX5
265,5,Hujan .... sabar ya yg kena banjir🙏
266,2,"@TMCPoldaMetro Para wanita aseli, dilarang berendem ke air banjir, krena nti bisa hamil, kata komisi ituh tuh.."
267,4,"@yunartowijaya @aniesbaswedan Ayo mas sama sama analisa apa sungai di sekitar rmh mas telah dilakukan naturalisasi seperti program pemprof @DKIJakarta ?
Apa terdapat early warning sebelum bencana melanda?
Apa sj yg sudah diimprove setelah  2x #banjir sebelumnya?
pak @aniesbaswedan harus memberikan kerja nyata"
268,5,"@NickVesting @yunartowijaya @aniesbaswedan @DKIJakarta Seharusnya tiap kali @DKIJakarta banjir, @aniesbaswedan memberi data ke media berapa banyak sungai yg telah dinaturalisasi, berapa bayak daerah yg tergenang banjir di jakarta, berapa banyak biopori yang telah dibuat, apa yg akan dilakukan agar tidak terjadi banjir lagi.
@TirtoID"
269,4,"@cadd_pinterest @Ayang_Utriza @makLambeTurah @aniesbaswedan @aagym Iya @aagym seharusnya ikut bertanggung jawab atas tweetnya yang menimbulkan polemik.
Masyarakat @DKIJakarta butuk aksi nyata dan improvement yang jelas&amp;terukur. Jangan tunggu hujan lalu banjir lagi lagi dan lagi. https://t.co/qLXcO1kQml"
270,4,"@aniesbaswedan @KotaJaksel @kec_jagakarsa Pak, tolong update data naturalisasi sungai di @DKIJakarta agar dpt meminimalisir bencana banjir Jakarta"
271,2,Menikmati Banjir Ibukota https://t.co/VG2lzS9Ik6
272,4,"https://t.co/iu8dvVFyTZ
Bukannya mengerahkan daya dan pikiran untuk mengatasi banjir, malah mikir balap mobil Formula E yang gak bermanfaat langsung untuk masyarakat Jakarta."
273,,"昨夜からの雨で
ジャカルタ含むジャボデタベックは

あっという間に
洪水＝banjir（バンジル）☔️

検索すると、
たくさんの動画&amp;コメント↓

・洪水は学生をハッピーにする
・タイティー☕️
・私の家へようこそ👍
・タイタニック
「ジャックはどこ？」👄
等

明るい人が多い🤣

 #banjir #Jabodetabek"
274,4,"Sekarang tiap pagi kita penuh perjuangan ke kantor karena banjir

Mau protes?
""Woi perantau.. JKT uda biasa banjir, kalo gak betah keluar aja dari JKT""

Gimana kalo penghuni JKT jd 'terbiasa' ??
Program penanganan Banjir bisa jd prioritas terbawah dongs.. 
Uda terbiasa~"
275,4,"No wonder #BanjirDKIJakarta is in daily basis. He's good in canvassing not executing!
#banjir
#AniesTenggelamkanDKI https://t.co/c6IlxIQDWd"
276,5,"Depan jalan amil, smp fatahilah banjir kira2 60cm.. kelurahan pejaten barat. @aniesbaswedan @DKIJakarta @DinasSDAJakarta https://t.co/rIKoIQdqIa"
277,4,@pln_123 disini udah gak banjir. Nyalain listriknya bisa kaleee
278,5,"Di bawah tol Jatinegara banjir, motor masuk jalan tol https://t.co/160fcDSXBD"
279,4,"Jembatan yang blm lama diresmikan &amp; dioperasikan 3 / 4 bln yg lalu di jl Raden Patah,Tangerang..Sdh rusak dan tdk tahan lama,krn kualitas pengaspalan yg kurang baik..Mohon utk diperhatikan krn kalau banjir, lubangnya sangat dalam Terimakasih pak @AriefWismansyah  @HumasTangerang https://t.co/lMDySAwVIz"
280,5,"Sibuk dan rame,pada bingung mau lewat mana #banjir #tangerang #ciledug #tajur https://t.co/IRPpX8IDpy"
281,4,#banjir salam dari warga2 menteng dalem palbatu 3 jakarta selatan nih pak @aniesbaswedan  minta di tengokin https://t.co/o3LyLtbaVy
282,5,"Dah mulai banjir 20 cm jalanan depan rumah, saluran air pun penuh, sepertinya petugas pompa ketiduran pagi ini, bahaya klo sampai lupa dinyalakan ... ini klo masih berlanjut hujan, bablas banjir beneran. Semoga hujan berhenti dan cepat surutnya. #BanjirJakarta"
283,5,Banjir satrio di kedua arah. Pemotor dan kendaraan sedan harap hati-hati mengantisipasi kendaraan mogok. @TMCPoldaMetro https://t.co/WpuM0S9N2s
284,5,@RadioElshinta banjir di tebet.... https://t.co/jp8nfmI4Jw
285,5,"kasian bet temen gua, dah jalannnn. Pas nyampe eh banjir selutut:( #banjirr https://t.co/CT4VGPqfqM"
286,5,lapor pak @aniesbaswedan kiriman aer nya sudah kami terima dengan baik dan akan segera kami distribusikan.. #banjir https://t.co/buILPmqzcv
287,5,Akhirnya sampai juga setelah menerobos banjir.. https://t.co/TqEUevU1rH
288,4,"Hari ini bebas plat Gage, secara dimana2 banjir dan jalanan stuck macet parah.
Jakarta makin amburadul dan kumuh.
Tiap hujan banjir, menyedihkan. 
@DKIJakarta 
#sinkingjakarta https://t.co/5ov5wLT0Y2"
289,5,Tadi pagi 08.18 #banjir https://t.co/TQtTzKBmFr
290,5,"#Repost @_pln_id with repostsaveapp  
 ・・・ 

Untuk Keamanan Warga, PLN Amankan Listrik Wilayah Terdampak Banjir.

Berikut daerah yang listriknya sedang kami amankan akibat banjir di wilayah DKI Jakarta per 25… https://t.co/ksVLRohbIX"
291,2,"Jakarta Banjir?
Emang Gw Pikiriiin..
Gembira Ajaaaa Yuuk 😋😋😋 @ Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia https://t.co/t52TdFDNqz"
292,5,Area terdampak banjir hari ini.... :'( @ South Jakarta https://t.co/VvVR2vPLmV
293,4,"TRANSPORTASI UMUM
•
•
Dalam hal ini, menjadi alternatif yang fundamental disaat akses di daratan terkendala banjir musiman
•
•
@1000kata x100nesia @fujifilm_id 
•
•
#1000Kata #X100Nesia #X100VUrbanLife… https://t.co/FY8j8Tcw2r"
294,5,"Sahabat, hujan deras dari dini hari,  25 Februari 2020, hingga pagi ini tak kunjung reda, menyebabkan Jakarta dan sekitarnya kembali banjir, ketinggian banjir pun cukup beragam

Berdasarkan informasi resmi dari TMC… https://t.co/5LSNLTyvX7"
295,5,"""banjir di vespa lebih sering terjadi dibandingkan banjir ibukota"". (bensinnn banjir cukkk) (salam mesin kanan) #instagrammer #instagrammers #insta #videography #videooftheday #vespagram #instagramers #instagram… https://t.co/EE2zqCFEKO"
296,5,Wah kena banjir ya @yunartowijaya https://t.co/b1N62HNnuO
297,5,Buat mentemen yg ruma listriknya padam or tergenang banjir bisa bgt nginep di reddoorz utk stay safe &amp; comfy for a while. Bisa japri diriku karena harga yg ditawarkan dibawa applikasiy
298,4,@fadlizon @aniesbaswedan Kalau menurut bpk ferdinand curah hijan tinggi dr tahun2 sebwlumnya adalah hasil karya Pak Anies. Berarti Pak Anies itu benar2 orng cerdas. Karena yg kita tau banjir karena cuhar hujan yg emang tinggi dan meningkat dr tahun2 sebelumnya.
299,4,"Jakarta banjir terus , gabener nan  soleh dan santuy https://t.co/RRBiPFFPRS"
300,4,Tendean jir ini haha dari blok s ke arah pancoran di tutup banjir yg rawa barat. Yang dari pancoran arah ke blok m ditutup banjir di pondok karya. https://t.co/MwKeaRzimg
301,2,"Hallo sobat TPM

Meskipun beberapa titik di wilayah Jakarta pada saat ini sedang terendam banjir, kita harus tetap semangat dalam bekerja yaa 😊
.
Team cleaning dari TPM tetap selalu tersenyum dan memberikan pelayanan dengan sepenuh hati demi terciptanya lingkungan yang indah https://t.co/IrW0YhmzNQ"
302,4,Gue kira @DKIJakarta bakal menyerukan titik2 posko evakuasi banjir. Dan video @aniesbaswedan lagi berkoordinasi dengan Walikota se JKT. Ternyata gini doang @firmanyursak ? Ah DONGO lah!!! https://t.co/9G75zDVITR
303,4,"Demo berjilid-jilid untuk memuaskan nafsu udel kuasanya @aniesbaswedan , kini datang adzab Allah SWT dengan banjir berjilid-jilid. Begitulah laknatullah pada seorang yang munafik lagi dzolim. 

Kadrun, mana ayat palsu mu ??"
304,2,"Bagi yang gabut dirumah karena kejebak banjir, siang ini #RakyatAkalSehat mau bagikan Informasi penting dari bang @FaisalBasri . Yang blm follow disarankan utk follow segera mungkin. Bantu sebar RT yah gaess..

Semoga bermanfaat yahh... https://t.co/fX7Fb30IrB"
305,5,"Keadilan itu redistribusi pajak untuk meningkatkan taraf kehidupan warga negara. Bukan distribusi air banjir, demi meningkatkan wabah penyakit warga kota."
306,4,"Gue bagikan ini ke sebuah group. Dengan alasan membantu warga WAG mengambil keputusan dalam berpergian. Eh, ada KADRUN DONGO nyeletuk : ""Jangan sebar hoax dsni, ini data 2013!"" Buset, padahal dibawah tulisannya Created 2013. Selain adzab banjir, ternyata Adzab DONGO juga ada. https://t.co/MUf31XhZIt"
307,2,@maxximall Wkkwkwkw banjir bukan termasuk force majure yaaa
308,2,"@harapngerti Kaya kecoa hehehe, masa banjir banjir ada udang"
309,4,Saking sayangnya sama gabener @aniesbaswedan demo banjir pun ke mall Jakarta Garden City
310,5,"Miris

Apa iya banjir ini menurunkan tingkat kemacetan? https://t.co/N5TwRJVN18"
311,5,"Isi temlen banjir semua, mending gw upload video ini aja dah 🤭😬 izin ya ndoro🙏🏼 https://t.co/MwXos8Ovqn"
312,5,"Warga Perumahan Pondok hijau Permai, Bekasi Timur dampak banjir pada dievakuasi setinggi bawu orang dewasa @RadioElshinta #banjirbekasi #ElshintaEdisiSiang https://t.co/IPj00dsmKa"
313,2,"Jangan sampe ada statement sudirman-thamrin-bundaran HI ga banjir.

Yaeyalah di area itu sistem drainasenya udah jelas. Kalo banjir yo MRTnya kelelep"
314,5,"@andretrih Padahal bendungan ya, wes dibendung tetep banjir #dumtass"
315,4,"Ada berkahnya juga banjir, Rawamangun-PEL cuma 20 menit. Tak kira jalanan bakal banyak genangan, jd bawa si item, eh ternyata engga.
Tau gitu tadi bawa si kuning, biar nyantai."
316,5,"Heemm 🙄

""warga di luar cluster JGC jadi terkena dampak banjir akibat pembangunan cluster perumahan JGC dan AEON mall. Diduga, pihak JGC mengalihkan pembuangan air ke pemukiman warga di luar kawasan perumahan ""
https://t.co/Va9A3SUSfb"
317,4,"Ketika semua jalan ditutup karena banjir,  pemotor selalu ada cara,  bergelombol di simpang tol, berteriak ""darurat nih pak, kita lewat tol aja"" kemudian negosiasi dgn polisi dan petugas untuk masuk ke dalam tol. 😂"
318,5,"Kampung di sekitaran kantor di Kuningan Barat terdampak banjir, parkiran gedung jadi tempat evakuai kendaraan dan dapur umum."
319,5,"“Banjir milik kita bersama, ayo kita obati banjir” boleh tp pajak gw balikin. Paok"
320,5,"@detikcom omg.. akhirnya anies mau kerja🥶, setelah berkali2 banjir besar baru akhirnya dia mau penanganan, bukan pencegahan sih tp lumayanlah drpd gakerja sama sekali"
321,2,"@PAClearning Hati-hati terhadap sperma yang sangat kuat, sperma ini bisa jadi membuahi binatang yang terkena banjir juga sehingga terjadi kawin silang."
322,4,"@dedewawaa Kitanya juga masih abai dengan safety sesimpel ngotak ngatik kelistrikan rumah sendiri, sambungan liar gitu2. Kalo banjir ya susah ngedetect bocor alirannya tau2 nyetrum."
323,5,"@_uje ini barusan bang, depan hotel 88 tandean, jalur biasa awak lewat dr pasar buncit tutup krna #banjir https://t.co/YxA40dXx7d"
324,2,@sinyaktafar @iloveaceh @misdarul @AsrizalAsnawi @atjeh01 Hujannya rahmat &amp; banjir nya sholehah kata bapak itu. 😂😂😂
325,2,Bayangkan uang 1 Triliun buat penanggulangan banjir. Pasti bisa bikin banyak sumur.
326,2,"Berikut Peta Banjir Jakarta. Semoga bermanfaat. 
#aniesbanjir
https://t.co/NfBZYU8Wow"
327,2,@nananmd_ Bangka langganan banjir wkwkwkw
328,4,Pokoknya banjir lab #jakartalumpuh #anisbaswedan
329,2,Rumah di Ciputat. Gaya2an bahas banjir Jakarta. 🤣. Gw kasih link banjir lebih mudah diatasi jika saya jadi presiden. Ndokem ntar. 🙏
330,2,"Di awal januari dan di akhir februari jakarta banjir, gausah saling nyalahin intropeksi diri aja semuanya."
331,2,"@S_GraciaJKT48 Gua menerjang banjir gee mau gk mau tetep harus ke kantor, btw akses ke kampus lu banjir semua tuh, emang bagus laah di liburin, wkkw"
332,5,"Jakarta Banjir, Ini Daftar Lokasi yang Tidak Bisa Dilalui Kendaraan

#Banjir2020 https://t.co/l8jza5dM0a lewat @idntimes"
333,4,"Underpass Kemayoran Banjir Lagi, Terowongan Tenggelam Tertutup Air

Ini juga berulang.  Tanggungjawab Pemerintah Pusat. Sejak kejadian sebelumnya apa yang sudah dilakukan?

#BanjirJakarta2020  https://t.co/qgxbkv9RuK lewat @idntimes"
334,4,"Buat elo elo yg sok netral soal banjir biar diliat opini lo unpopular, lo goblok. Sok lawan arus bela anies. Uda bayar pajak blm? Tau brp gaji yg dipotong per bulan buat ginian? Ngentot"
335,5,Ikut prihatin hari ini #banjir #BanjirJakarta #BanjirJakarta2020 #banjirbekasi terpaksa sepeda masuk Tol https://t.co/4VoE9IABZR
336,4,@nurularifahw Opo sih su suwi2 lambemu tak leboni banyu banjir lho
337,5,"Yah, namanya juga manusia, dikasih banjir orang disalahin mulu... #banjir"
338,5,"@isal_anwar20 Mungkin atasan ga ngepush ke pasukan orange ,ini yang gue temuin ketika gue diskusi sama tmen gue yang pns dukcapil di jakut dia tinggal di bekasi ,rumah dia di bekasi banjir parah dan pemprove bekasi pun ga ada yang turun sama sekali kata dia ! Dan dia juga pun dapet vn."
339,4,"@isal_anwar20 Dari gub vn nya ""TOLONG SEMUA JAJARAN PEMPROVE DKI AGAR TURUN KE KELURAHAN BANTU MASYARAKAT YANG TERKENA BANJIR"" apa itu ga ngepush ?"
340,5,@Adilprawira Banjir dil
341,5,"Dan terjadi lagi, kisah banjir yang terulang kembali https://t.co/MI6r8Zo5Ss"
342,5,Tendean banjir #banjir
343,5,"Buka TV banjir, buka FB banjir, buka Twitter banjir,
buka dompet kok kering 😭"
344,2,"Alhamdullilah rumah gue gak kena banjir, tapi semua akses banyak tertutup karena banjir. Bukan cuman akses jalan yg tertutup, nurani dan pikiran Gubernur @aniesbaswedan juga masih tertutup. Anyway Gubernur DONGO lagi dimana ? Bantu apdet dong... https://t.co/NNhSdKjoro"
345,5,@nicoletumbelaka Kuningan ke arah grogol sih banjir
346,2,"Ga sempet ngefoto anak anak yg lari kegirangan ke arah daerah banjir ""yeeaayyy banjiirr"""
347,4,"Buseeet. 
#AniesTenggelamkanDKI 
#banjir 
#BanjirJakarta2020 https://t.co/JFXj7qkHYC"
348,2,Kosan Dan kantorku Aman dari banjir hamdulilah
349,4,Dan semoga ga banjir 😂
350,5,@sewuiwak banjir gaa
351,5,@rivalmpls itu kantor lu banjir?
352,5,"Kemang Raya, Jalan Bank, dan Jalan Tendean udah pada banjir ya gue gak berkutik sih. :’)"
353,4,BANJIR TEROSHHH
354,5,"Mau komentar ttg banjir, tp pasti sebagian jg ada yg bersyukur krn bisa ngk berangkat ngantor.. #BanjirJakarta"
355,4,Jakarta siaga banjir di beberapa titik. Hati-hati ya semua. Kalau sempat jangan lupa sarapan yang enak. You deserve that.
356,4,Jir.. Jir.. Banjir
357,2,"Makasih pa gabener... Dikasih banjir di hari kerja... Jadi sy bisa libur dan banyak waktu dengan keluarga di rumah... 🙏🙏🙏
Demikianlah ungkapan hati pegawai kantoran yg diliburkan kantornya🤭🤣"
358,4,"KALO MASIH HARUS KELUAR RUMAH PAKAI MOBIL, PLEASE JGN PAKAI #Waze. sepertinya ia tdk bisa deteksi jalan tutup Krn #banjir. Saya terjebak di KEMANG-BANGKA karena semua akses tertutup."
359,4,@yunartowijaya @BimaAryaS Kalo udah gini timmya goodbener sholeh bukannya sibuk cari solusi banjir tp sibuk cari materi ngeles yg paling mutakhir!!
360,2,Mantul banjir
361,5,"#banjir di tol jatibening arah jakarta.
*Gambar diambil td pagi +-06;00
@RadioElshinta 
@SonoraFM92 https://t.co/RAMAU3VWSp"
362,,#banjir
363,4,@TMCPoldaMetro Ganjil genap berlaku gak pak? ribet nih dimana-mana banjir
364,4,"Bohong + ngarang jual kesolehan 🤣🤣 ""Banjir cuma di hari libur"" ..oww hari Selasa ini banjir gede

Pendukung Gabener : Banjir besar sellu hari libur kalau bukan 4nies gubernur soleh ini pasti terjadi senin selasa rebo ..

kode cair gaes 😂😂

#Kick4nies https://t.co/fXlyuZop3n"
365,5,"#banjir sedih juga klrga saya di cempaka putih makin sering banjir dan lbh tinggi diatas mata kaki di dlm rumah
bagian dari kesabaran adalah terus berdoa supaya Pemimpin DKI cepat diganti"
366,2,@GunRomli @aniesbaswedan Yaa kalo saya sih mending banjir dari pada neraka🤣
367,4,Seminggu 3 kali banjir wajar ga sih? Kimakk
368,5,"Jalan lewat mana nih yang ga banjir, Tanah Abang, Sudirman dan Rasuna wess ambyarr.."
369,5,"busway arah ragunan monas via kuningan gaada karena banjir, sekalinya ada cuma sampe kuningan madya. Alhasil arah monas cuma bisa naik yg via semanggi, dan taudong gmn padetnya itu didalam busway #BanjirJakarta #busway"
370,5,Waspada #Banjir https://t.co/4r5zDOWWJV
371,5,#Banjir jakardah lokal hujannya bahagia warganya ? #BanjirJakarta2020 #WajahBaruJakarta https://t.co/lZdXwTId7h
372,5,Waspada #Banjir #Jakarta https://t.co/n3z44VizWZ
373,2,efek banjir sendal ini handalannya....ga tergantikan dah #BanjirJakarta https://t.co/zj4q8XDhYj
374,5,@jansen_jsp @SBYudhoyono Kebayoran Baru daerah Poncol sdh banjir pak... Kesian pak...
375,5,@ustadtengkuzul Banjir di Kebayoran neh pak... Aduhhhhhh yg penting dong diurus... Gk penting ya di batalkan saja
376,5,"banjir lagi, gimana berangkat ngantornya ini..."
